91,22
92,55
93,63
94,51
95,42
96,136
97,85
98,130
99,128
100,181
101,113
102,114
103,115
104,172
105,244
106,199
107,314
108,447
109,121
110,165
111,155
112,166
113,177
114,227
115,317
116,287
117,161
118,334
119,194
120,84
121,261
122,355
123,626
